mint,slot,status,origin,fee_payer,signature,solscan_url
FUtcKYdvygvHNFcqvMzn1uwQEutymXxoHhJPWQXKkYG1,417530671,ERR,OUTSIDE,4St54SYsuDoeg1QWKGWhiWK5bL6fMBBJ42G3oRbHU8Fa,2TGGvnoyBn9caypFi9MjxkMCG8DPro3NH2nULNUiKZEz7Qv8QMzj2r9pU36mCY7yKgdZqvK3eJuB8XknDURmpYSe,https://solscan.io/tx/2TGGvnoyBn9caypFi9MjxkMCG8DPro3NH2nULNUiKZEz7Qv8QMzj2r9pU36mCY7yKgdZqvK3eJuB8XknDURmpYSe
FUtcKYdvygvHNFcqvMzn1uwQEutymXxoHhJPWQXKkYG1,417530670,OK,OURS,CMDY1RVFbk52j2XcmPQ97kk5cvfT87WBA8wynBr5MREK,2siP6jCtddYdreoXW85KtETYVgMm3YCWYUXLFvSGS4wNxaDiNPpYwxKzXTnKARn3AZu8wN2ySRVwnNPhK67ztfvZ,https://solscan.io/tx/2siP6jCtddYdreoXW85KtETYVgMm3YCWYUXLFvSGS4wNxaDiNPpYwxKzXTnKARn3AZu8wN2ySRVwnNPhK67ztfvZ
FUtcKYdvygvHNFcqvMzn1uwQEutymXxoHhJPWQXKkYG1,417530670,OK,OURS,2fLwaYWPU1rGkF3sojAs7fuTF3Sc8fTZmrWGSXs2gmzi,2xMx74RjSdDe2b373wS5a7ZEpsm1bkCUsQ9BhMSXeNuUe14cTJ8CZhftbMp2kJtcfTsaA1pZSnYJgq6GrKwDo174,https://solscan.io/tx/2xMx74RjSdDe2b373wS5a7ZEpsm1bkCUsQ9BhMSXeNuUe14cTJ8CZhftbMp2kJtcfTsaA1pZSnYJgq6GrKwDo174
FUtcKYdvygvHNFcqvMzn1uwQEutymXxoHhJPWQXKkYG1,417530670,OK,OURS,FMApxMWycMKj5AqVS2A8gYc6K5rAtizg4fNJmedA4s5S,5a5D1yYBpi1VtGzoUapDP3oXkvbca8XBm881gBhZapdFKmAHSzp7Td18daNUJT9nM722iBGEVuL9BwC2Ltk1MS25,https://solscan.io/tx/5a5D1yYBpi1VtGzoUapDP3oXkvbca8XBm881gBhZapdFKmAHSzp7Td18daNUJT9nM722iBGEVuL9BwC2Ltk1MS25
FUtcKYdvygvHNFcqvMzn1uwQEutymXxoHhJPWQXKkYG1,417530670,OK,OURS,6gjj1LiBnHYBSsp4GaHcJd2UepGAWBvEeH2bY6STpDss,43hANpYUDy1iaiDWi5LBH9YzViMVqawRoR9RYoRyhDBaEAhiHEUTRiJiP47meB8KUG1RmviHZxUvGrG4a5u35FFi,https://solscan.io/tx/43hANpYUDy1iaiDWi5LBH9YzViMVqawRoR9RYoRyhDBaEAhiHEUTRiJiP47meB8KUG1RmviHZxUvGrG4a5u35FFi
FUtcKYdvygvHNFcqvMzn1uwQEutymXxoHhJPWQXKkYG1,417530670,OK,OURS,6gjj1LiBnHYBSsp4GaHcJd2UepGAWBvEeH2bY6STpDss,2HBCzE5vvaJq23tDUbW4sMUiXk9YhdyvwvniPjZ8CSZgWdYBzNEFgb2F3DSjfjtu9TtNbd54ZBSmvBi4jmAHxfeT,https://solscan.io/tx/2HBCzE5vvaJq23tDUbW4sMUiXk9YhdyvwvniPjZ8CSZgWdYBzNEFgb2F3DSjfjtu9TtNbd54ZBSmvBi4jmAHxfeT
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528624,OK,OURS,4a5duDayFNn4Lpq9i5rz6TgFA3kLRx6YA9PbnPnDfe5K,55nXcVp2YzqauScmSDE2WoFUkJmYHkMc8U4T61v7tVV8uwywBHrsu9bQ73a5Ju5MrWMMCVT9cacfVt8zH9EE9EcW,https://solscan.io/tx/55nXcVp2YzqauScmSDE2WoFUkJmYHkMc8U4T61v7tVV8uwywBHrsu9bQ73a5Ju5MrWMMCVT9cacfVt8zH9EE9EcW
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528624,OK,OURS,32sjeGNVmXHQPFaJrhBGGwQBc3MXmB8ZDK6FKfiqrsPV,7Nnog81VzvrcNH3CpntSmomEwhMQtiN6hrot8ERtVZD1aXjkQNgDtY63sQo2cCF4Yo1KQ7GTSmh1dYYSo1MuFMb,https://solscan.io/tx/7Nnog81VzvrcNH3CpntSmomEwhMQtiN6hrot8ERtVZD1aXjkQNgDtY63sQo2cCF4Yo1KQ7GTSmh1dYYSo1MuFMb
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528624,OK,OURS,HcWPCX35R4FQ99votK4Tv7FzXPewzESAeSBEPVbQWbSf,4pqJ5aeQibojn3GiNxPLxVDUjvrj12rQQm54f23ddV4v37iiUJPEedMT3ibyYYizzPv5GsskpMFPKaTLzhruSHGN,https://solscan.io/tx/4pqJ5aeQibojn3GiNxPLxVDUjvrj12rQQm54f23ddV4v37iiUJPEedMT3ibyYYizzPv5GsskpMFPKaTLzhruSHGN
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528624,OK,OURS,BqMkNgXAg6rMV65jo9YCwEWjQ14ooNK5cuEjJ9szhUqr,54prXqUBd8nkKGqUrJzaKc6ZrXr3aAhCEXGovEoCy7kA1LPButtSg3xUxhBsdYLC7MB7bqgssZdDcg6Uo4JH5xB9,https://solscan.io/tx/54prXqUBd8nkKGqUrJzaKc6ZrXr3aAhCEXGovEoCy7kA1LPButtSg3xUxhBsdYLC7MB7bqgssZdDcg6Uo4JH5xB9
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528440,OK,OUTSIDE,8zrUKCCSDvuAABq7t49sSLGsnTK8oTQgm5R51x5DtoeD,2RjQu74pudho9rSAvCSRbNzi4FkNSJzPqWTt9neitESvSesxk6NLYiT2yzq2MLpc4Ko749k5eqcyWtkbHasaYcS6,https://solscan.io/tx/2RjQu74pudho9rSAvCSRbNzi4FkNSJzPqWTt9neitESvSesxk6NLYiT2yzq2MLpc4Ko749k5eqcyWtkbHasaYcS6
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528435,OK,OUTSIDE,8zrUKCCSDvuAABq7t49sSLGsnTK8oTQgm5R51x5DtoeD,41e2Fh6Sc1XqR2szojo1E8ZZxPgQqZdHNQNgrYsuUbsmcFbMwco4sdtZSBMbTGMiFezuu4SXpCMJYUk3hDkP8zxu,https://solscan.io/tx/41e2Fh6Sc1XqR2szojo1E8ZZxPgQqZdHNQNgrYsuUbsmcFbMwco4sdtZSBMbTGMiFezuu4SXpCMJYUk3hDkP8zxu
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528434,ERR,OUTSIDE,4St54SYsuDoeg1QWKGWhiWK5bL6fMBBJ42G3oRbHU8Fa,5PhFU2gjdr9a6fGvFJzgHs3x7rBsdzmMh7oVxbXzFpe9qps2T3D41dv4UHuFuEDSxamnKraEx41DEiULjRRaZrvB,https://solscan.io/tx/5PhFU2gjdr9a6fGvFJzgHs3x7rBsdzmMh7oVxbXzFpe9qps2T3D41dv4UHuFuEDSxamnKraEx41DEiULjRRaZrvB
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528434,OK,OURS,4a5duDayFNn4Lpq9i5rz6TgFA3kLRx6YA9PbnPnDfe5K,2F4GymdmSJY9h6ykZkcYPQ5LAa5yerbrAkvb118v163SSDvKEzegDkKhWcg3Fwz4ZUoB9NTWbEk5XUigR1shetiD,https://solscan.io/tx/2F4GymdmSJY9h6ykZkcYPQ5LAa5yerbrAkvb118v163SSDvKEzegDkKhWcg3Fwz4ZUoB9NTWbEk5XUigR1shetiD
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528434,OK,OURS,32sjeGNVmXHQPFaJrhBGGwQBc3MXmB8ZDK6FKfiqrsPV,4DsXT8Nn89Wvrzdf2DbB3xDSYU9GNaMofBDuSoHWFhFcMeXfnKiYc76hVdNebaq9qX9TkuFU2R21XJkEdh6ByEp7,https://solscan.io/tx/4DsXT8Nn89Wvrzdf2DbB3xDSYU9GNaMofBDuSoHWFhFcMeXfnKiYc76hVdNebaq9qX9TkuFU2R21XJkEdh6ByEp7
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528434,OK,OURS,HcWPCX35R4FQ99votK4Tv7FzXPewzESAeSBEPVbQWbSf,3jPEp1pSqaJ9vU7iEXrmkvS3R36XZWQQnoGdvGhtAi7REphCmYc9x9LJbmNErBe24N17EGAbaAbFEZGWxUGVXXHb,https://solscan.io/tx/3jPEp1pSqaJ9vU7iEXrmkvS3R36XZWQQnoGdvGhtAi7REphCmYc9x9LJbmNErBe24N17EGAbaAbFEZGWxUGVXXHb
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528434,OK,OURS,BqMkNgXAg6rMV65jo9YCwEWjQ14ooNK5cuEjJ9szhUqr,4Fg7vioYvPXeFzqYTip73m7qLMZpA16HHWbFjhDv1rsXCJPdBh4t2qh98QQ3ji6529QqBQweHeL52B8rhEiq3n3M,https://solscan.io/tx/4Fg7vioYvPXeFzqYTip73m7qLMZpA16HHWbFjhDv1rsXCJPdBh4t2qh98QQ3ji6529QqBQweHeL52B8rhEiq3n3M
AaiYnLJcxwfqGgkpvBGUi1463LajQDixtXoCWhQsDDPF,417528434,OK,OURS,BqMkNgXAg6rMV65jo9YCwEWjQ14ooNK5cuEjJ9szhUqr,37Fr3XYUUKnw7ioM7u3dRGHEJSUG327MiQNma4izSMghYwYa5pk9AMx48PrN9YapPS9GqZLr18HovJMF6iVg6Jd5,https://solscan.io/tx/37Fr3XYUUKnw7ioM7u3dRGHEJSUG327MiQNma4izSMghYwYa5pk9AMx48PrN9YapPS9GqZLr18HovJMF6iVg6Jd5
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525066,OK,OURS,AABCDWmQP4xEZWwqdqsj9dc6io6VtKMiMZap1Q7w2W9g,2FS8ek9M5yWai1QBj5rjnJZ8Z9bd4izLTUMYBkRuu56P7qhHAKsuHBH9aJZeKLgvaN8kp9TWocEqfV3V3CmbKhw4,https://solscan.io/tx/2FS8ek9M5yWai1QBj5rjnJZ8Z9bd4izLTUMYBkRuu56P7qhHAKsuHBH9aJZeKLgvaN8kp9TWocEqfV3V3CmbKhw4
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525065,OK,OURS,7cCrQUiMDVfWHuHnbo3gG8RKGoGqPxCsX66FWQZQLDED,3SBRbXxbD8Y6GH1nvQNsfyD9o1vWRVApHxLbwZgr7ji17ufQCUWdZjx583fo7GRKNcnAsELqQKHQRUEsvSXksYfH,https://solscan.io/tx/3SBRbXxbD8Y6GH1nvQNsfyD9o1vWRVApHxLbwZgr7ji17ufQCUWdZjx583fo7GRKNcnAsELqQKHQRUEsvSXksYfH
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525065,OK,OURS,2dgdjzA12X9a2EvBRGHDNC42VrAwsSyyUyYv6gCLXPAp,3hdPr7GdqhbAZq2d4xMLU19CSiJtPsiVHn41rxgHqxctNi5k9YTohP4YSg6L8PSZGENi5iuy3Xqqgj5eCUbjfcAA,https://solscan.io/tx/3hdPr7GdqhbAZq2d4xMLU19CSiJtPsiVHn41rxgHqxctNi5k9YTohP4YSg6L8PSZGENi5iuy3Xqqgj5eCUbjfcAA
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525064,OK,OURS,8ju9RpBsMu1LpzPtHt52wsUnbuNmBBRd51c2vbny9NhV,2YJnwtfsyj5JUvbnKemmgAzzhNmFMN1VdKU5mPwJDTfKrJeSLbAmDck5LRGpY3uCWVqpVDt6VkapCCW32YJogK3y,https://solscan.io/tx/2YJnwtfsyj5JUvbnKemmgAzzhNmFMN1VdKU5mPwJDTfKrJeSLbAmDck5LRGpY3uCWVqpVDt6VkapCCW32YJogK3y
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525060,OK,OURS,5anwxN4ggsrvGhjjSED1JkkykLEMynNqAeZLaBf9Fsty,25MrSvfV1KNdtCd4kByCXSqDiFzSyF1bWesHhFiJjH2zaaaZUekBTccSuRqgQ4sXEVs63iu8whcNWAwTCZGeQbeK,https://solscan.io/tx/25MrSvfV1KNdtCd4kByCXSqDiFzSyF1bWesHhFiJjH2zaaaZUekBTccSuRqgQ4sXEVs63iu8whcNWAwTCZGeQbeK
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525060,OK,OURS,26gw83QYSSfUCpSKnNaMKnm8hCP9BqtQ1MBHhGTj2PvS,327cZLWVcYdtSR6XfusWMQ4nXLHeFkckhxrNLrrFZqRibNjDnEg5jEnKqLJuDLxXrZNdL2mnX7rqQmWD9VT95PRe,https://solscan.io/tx/327cZLWVcYdtSR6XfusWMQ4nXLHeFkckhxrNLrrFZqRibNjDnEg5jEnKqLJuDLxXrZNdL2mnX7rqQmWD9VT95PRe
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525060,OK,OURS,CpuLZUfjJVfBNQxXUgPnzuTqenrAhe5B9mjo9B4PuUpe,2MpqGtbPZfqF6tsDSf5KyeiU7zVMTxKNTjQiCNGE6asZ84YotEj436Mn9aFzGxRXJcmP8oUHFoZ69oV1nwYrxGJ5,https://solscan.io/tx/2MpqGtbPZfqF6tsDSf5KyeiU7zVMTxKNTjQiCNGE6asZ84YotEj436Mn9aFzGxRXJcmP8oUHFoZ69oV1nwYrxGJ5
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525060,OK,OURS,hfSiGFdSg4QF9d363nfET2xxqe5nLM4skTNBvcjt9Uo,5H5A7i1AzFfmmFrpDfPgMcA5tib1gVgQmMY4aGucjZA4uvm6RfbV2T7QZeNfGJ8uK8tSeQL2suK9f4oQLkYVeHad,https://solscan.io/tx/5H5A7i1AzFfmmFrpDfPgMcA5tib1gVgQmMY4aGucjZA4uvm6RfbV2T7QZeNfGJ8uK8tSeQL2suK9f4oQLkYVeHad
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OURS,7BGRU2iznYddZHF7FZqxTZwLDx3jT8NVQLg5G92Hh2NU,2GmxesrqnLCuqHmWLhLAuJD2A1mn5nBAYeofUvrYwLzXxe4oAY2u2HNQfN7A5qHeZ4V27wKGae6wUR85bP7W51dk,https://solscan.io/tx/2GmxesrqnLCuqHmWLhLAuJD2A1mn5nBAYeofUvrYwLzXxe4oAY2u2HNQfN7A5qHeZ4V27wKGae6wUR85bP7W51dk
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OURS,3oHcwKqBcX7Zm6rr192DxPCUr6vxvKy2vepgWvD5w8Cq,49FuMgQfvpxXsJA7ai7rMaw7mjiFc1pTNCkRGPpfNX1rt1cbf3ysNLNL9LaVYkgJkDaBU5479fNJfcF4az813S1K,https://solscan.io/tx/49FuMgQfvpxXsJA7ai7rMaw7mjiFc1pTNCkRGPpfNX1rt1cbf3ysNLNL9LaVYkgJkDaBU5479fNJfcF4az813S1K
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OURS,8Yw75nTzkwP5GWijAJ3AXEZ9nttF81wiFXP86z7eZgVs,5ULqBPuUiTBn6WfGY4YvhteNoESQyEL427nwhLLcgcDNzNHqFpSs4bHimsAh5czeFQ5zyrGnVSpYD7w6iw962CY3,https://solscan.io/tx/5ULqBPuUiTBn6WfGY4YvhteNoESQyEL427nwhLLcgcDNzNHqFpSs4bHimsAh5czeFQ5zyrGnVSpYD7w6iw962CY3
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OURS,6rwc4uJMT2AWvMoEnP7EmPqNMt1TC6KDDcj7GdajUSUy,5PLo9m5yu2Mdn213cjjnmdMTCqDiG93VWTZZjw3NxJLwh3hhFQbjQHJFKjs7C3nyyNnVQ2r4BUYSzT8RfoaV3WSZ,https://solscan.io/tx/5PLo9m5yu2Mdn213cjjnmdMTCqDiG93VWTZZjw3NxJLwh3hhFQbjQHJFKjs7C3nyyNnVQ2r4BUYSzT8RfoaV3WSZ
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OUTSIDE,haqqiUUXB5gp7gDbSjpEkw3phAjQb25r86uXJsZQgWq,2HpgYyurcEhor5Wwa19e2oWJyuZBdGmbap4nREijUgfYqWEMgJaQM65duRcgGkeMTP3jt6Rja4qfM2oaLBEyyJAu,https://solscan.io/tx/2HpgYyurcEhor5Wwa19e2oWJyuZBdGmbap4nREijUgfYqWEMgJaQM65duRcgGkeMTP3jt6Rja4qfM2oaLBEyyJAu
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OURS,9s7HAGr3VQwD4J8WQ1PKUkwbTX5JSTygFpcCDGaqmgUe,41Ara8hjKyQSWMm29z2fP3FFHeLK8yCwC5mVnmrkgP6aLp6tHkVHAoGtnod8aCQ2632yXXoi8tR7QYhRA5ZBp1sv,https://solscan.io/tx/41Ara8hjKyQSWMm29z2fP3FFHeLK8yCwC5mVnmrkgP6aLp6tHkVHAoGtnod8aCQ2632yXXoi8tR7QYhRA5ZBp1sv
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OURS,CJNkzPimexB7F9oabMD72NxuV56Bh6gjJTKyBKR7bgB7,5f1J8nUwXuZ2SwtpFxXWYSnkMWvzGHow3e5VfWKgQAAPYcBCiVrhnKMB8tKUwDbqNh9VTZcBWAeRboddSFZPS7XV,https://solscan.io/tx/5f1J8nUwXuZ2SwtpFxXWYSnkMWvzGHow3e5VfWKgQAAPYcBCiVrhnKMB8tKUwDbqNh9VTZcBWAeRboddSFZPS7XV
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OURS,52kDX74oMNMkxN8kvuVfLonvWiJ2nV8ai6Jdfq6Xx697,5i95s5nKGNYzScHiV4wQwBuDVXwC38MzR4Paa7AWzLTey2JnJLhoKJxpHktpXCJV717SbXucSUgiUtYxmFKdF1NF,https://solscan.io/tx/5i95s5nKGNYzScHiV4wQwBuDVXwC38MzR4Paa7AWzLTey2JnJLhoKJxpHktpXCJV717SbXucSUgiUtYxmFKdF1NF
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525057,OK,OURS,DAnQLos4dSovr8gEiyymDDyWD1M1E3vBGveb9XZznJHr,5PU3Dkq4YZZ3cjMbghE2HCeg3fwhNYw4XbxMKnMscL7tQ2zU8XAYYgEqappcNhU9h6TcjMdJTSKWDfagW1D2ejnS,https://solscan.io/tx/5PU3Dkq4YZZ3cjMbghE2HCeg3fwhNYw4XbxMKnMscL7tQ2zU8XAYYgEqappcNhU9h6TcjMdJTSKWDfagW1D2ejnS
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525056,OK,OURS,7As6K2oNw6pyPPNzhbSPt3AsPQxgtDQ7ucCnHkZp8VhU,4adiuCn1eJi8oZXgU7MNtdz2baWx6qcXGSwFtCHWA5HZeNFvEUKGG4GpPBrQ1rXrPk5pvnuHZwtHKeXYgLdWVnpe,https://solscan.io/tx/4adiuCn1eJi8oZXgU7MNtdz2baWx6qcXGSwFtCHWA5HZeNFvEUKGG4GpPBrQ1rXrPk5pvnuHZwtHKeXYgLdWVnpe
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525056,OK,OURS,DjDXt9WhCTupQiC3s3AwZpVsC5YfGcankjmgiURGAa8z,4V1ChzGdNfFDhAwyJMyWke3n3NEPz9fDGCBk3hzm7FsHqf4nBdK4udjWoeN1qMBQCKJB2xJSmVnqMACjUW7VgeGK,https://solscan.io/tx/4V1ChzGdNfFDhAwyJMyWke3n3NEPz9fDGCBk3hzm7FsHqf4nBdK4udjWoeN1qMBQCKJB2xJSmVnqMACjUW7VgeGK
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525056,OK,OURS,nSkAcVP891ATdbPFPG25GKjM4txa4tonaS66GobsjqH,4McdjFYy1n6Q5qgcPZwUYsmX1Q3pFTNj4zFugC33yjZ2eLgyZLZww8s7Hy6DcQfGgT33xfrzjn5oYtXGHy13ay9F,https://solscan.io/tx/4McdjFYy1n6Q5qgcPZwUYsmX1Q3pFTNj4zFugC33yjZ2eLgyZLZww8s7Hy6DcQfGgT33xfrzjn5oYtXGHy13ay9F
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525056,OK,OURS,6stQW4u19wWqvwW49iZMqAfZgkEx5YBmisnHvDq9qTPe,5U5ZMWABnLy4YD2pAmi8eiZtD1WSvRsiFzEpAdLdDdreDSy72PotfRGjJHypGWBQXoCpz7hG9XYjoZQq9g2iawUs,https://solscan.io/tx/5U5ZMWABnLy4YD2pAmi8eiZtD1WSvRsiFzEpAdLdDdreDSy72PotfRGjJHypGWBQXoCpz7hG9XYjoZQq9g2iawUs
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525056,OK,OURS,HJNwJUPmLexbJ9bjo1HEp58ao2jAeeRKeifYQaHr9Swj,2JqMBy6UdUuftrGy7P2NfJVPc2qHMQiFaFBjmwXjLQYd2YT7p3kU53WxzH6xK8aecrV8acxzQQEicdjAfhA3RTSu,https://solscan.io/tx/2JqMBy6UdUuftrGy7P2NfJVPc2qHMQiFaFBjmwXjLQYd2YT7p3kU53WxzH6xK8aecrV8acxzQQEicdjAfhA3RTSu
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525056,OK,OURS,6MvWuJkHUtFuDBFrLkdaEkAJ3FSrDyiaSoaRMsPueEvv,2pkR73uzDZUqsdib4XZbxm4JJiiv4aaP4sb4bAjdTEVqR7cqpfXcNovjKhdFJyeMqMZHr356GbLCyWKqqFTYL173,https://solscan.io/tx/2pkR73uzDZUqsdib4XZbxm4JJiiv4aaP4sb4bAjdTEVqR7cqpfXcNovjKhdFJyeMqMZHr356GbLCyWKqqFTYL173
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525056,OK,OURS,4QQN4wCss3ZQ5JVYitiE7o2JveZXRRZS9jyaGSu3aJA4,394zbJCtUvaHHsPC5pxM1p9wzPP4vcRGZjyHp43B7iiC4MewoDtYrAmD3Ug9cAQaQq4BKN6fptUiopPmXstFCp2z,https://solscan.io/tx/394zbJCtUvaHHsPC5pxM1p9wzPP4vcRGZjyHp43B7iiC4MewoDtYrAmD3Ug9cAQaQq4BKN6fptUiopPmXstFCp2z
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525056,OK,OURS,8bADi8ZNEWM2Auet7LfG48txJHDG5um88NcLbfyQ1VUo,3jbyzQgHtaHbGJAUG5v9qaYEqy13wfBM35xMe171KU7nPeKhGYteSDSZ1KXvpKenBoXY1czAPtbp4STWzTMmaRQJ,https://solscan.io/tx/3jbyzQgHtaHbGJAUG5v9qaYEqy13wfBM35xMe171KU7nPeKhGYteSDSZ1KXvpKenBoXY1czAPtbp4STWzTMmaRQJ
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525054,OK,OURS,GjJEGmyVGz9pNLstaYsPyVRjY1aTcdeAeTpcABPKK7rz,LhEdPKvi3pRRk9936N33VqJAopjsjiatQnW4grgbeRioKebvq8Dej7S9TRVfZgZfZUUky1DPu8JgmMzZ48RDjMT,https://solscan.io/tx/LhEdPKvi3pRRk9936N33VqJAopjsjiatQnW4grgbeRioKebvq8Dej7S9TRVfZgZfZUUky1DPu8JgmMzZ48RDjMT
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525054,OK,OURS,BwGkCpYVDjTxq7cLEsALJUae4FK1XKxied2mE7FRWYa2,4eRMLJWFwYPC7R9HL93Ktd85bMRjj9bQRxHsDWem338Urp6BHrfXpL1wrRkR3s2y7AtyLiQoBGhBvLWWq8pcuLgK,https://solscan.io/tx/4eRMLJWFwYPC7R9HL93Ktd85bMRjj9bQRxHsDWem338Urp6BHrfXpL1wrRkR3s2y7AtyLiQoBGhBvLWWq8pcuLgK
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525054,OK,OURS,4EuZW3YxbrPRSVs6P4wknFu2AwynWyrpd2Hgj1BR75y3,5fAWd5ZUMmdDHutbSJcbaxDRAX3vSK81WEaxiQw7Du9HasS3CXNxppwRFaAEfJuvgnXZ6RZkNhz8xt6mutP1brwV,https://solscan.io/tx/5fAWd5ZUMmdDHutbSJcbaxDRAX3vSK81WEaxiQw7Du9HasS3CXNxppwRFaAEfJuvgnXZ6RZkNhz8xt6mutP1brwV
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525054,OK,OURS,4jSwr4SnSTG87RZ7anAZioW4rL8UxMgX9z4FBvCAdnJU,VhEtRB9xM32YwrW3nwBemwAQuRSmUdzxPbgPd4sTHBWwAS5AvwsqpkASBSnaGPdK3oWgoHjvyfM9bNtt8wQZgK8,https://solscan.io/tx/VhEtRB9xM32YwrW3nwBemwAQuRSmUdzxPbgPd4sTHBWwAS5AvwsqpkASBSnaGPdK3oWgoHjvyfM9bNtt8wQZgK8
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525053,OK,OURS,9jsvd3gXhAyz5GcH8CYceaptWfrhZwLTMWJpWKF72WnW,2T6JYiPwoCDQe8bkDu99Ezy1HULG3Y5gExAtcnTMck9LuiJzTgasiNKVpMrDyNVsfTxSnZkmZcepdmt9S67e9u3n,https://solscan.io/tx/2T6JYiPwoCDQe8bkDu99Ezy1HULG3Y5gExAtcnTMck9LuiJzTgasiNKVpMrDyNVsfTxSnZkmZcepdmt9S67e9u3n
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525053,OK,OURS,6mpC1ro65E1EHLzqyiDyoGNB9YR9Ttbnp4LUMLq5kvhk,Y22T6sSgHyc8AJChexEVaXWLCxsqZ7Hz9pmramAPv64ZWgcXxY59zWp6VMJ4guG6a13gWSqUC7enSsGd2uwKJtf,https://solscan.io/tx/Y22T6sSgHyc8AJChexEVaXWLCxsqZ7Hz9pmramAPv64ZWgcXxY59zWp6VMJ4guG6a13gWSqUC7enSsGd2uwKJtf
8LUcxAd5aYvYvTdc5BM1p6mocT75marCYfjAjFdT1Hvy,417525053,OK,OURS,FbxmDMyXujPbKvuiPUGsGhDFzY2CvD9cxxrwhxE9HXrC,5wzSXXQ524dSXwjpUAH8QazrcAov6CQYmTjmcZj3HKSrPMsp6m2WHRUK14LzKqPqcrfzYjM9sxxTvhJQrU3NvF9j,https://solscan.io/tx/5wzSXXQ524dSXwjpUAH8QazrcAov6CQYmTjmcZj3HKSrPMsp6m2WHRUK14LzKqPqcrfzYjM9sxxTvhJQrU3NvF9j
